text,mean_rating,gpt2_log_prob,gpt2_mean_log_prob,gpt2_slor
"It is a brave move to start afresh in a garden , and a sure test of one's design talents .",3.2,-102.08416032791138,-4.438441753387451,41.69162846681459
"Liverpool won early popularity as a result of Britain's military victories in the Peninsula , just as Mr Major's reputation was enhanced by the Gulf War .",4.0,-132.5572190284729,-4.570938587188721,86.96913256412375
The EEC has banned BST until further research has been completed .,4.0,-72.91853380203247,-5.6091179847717285,28.23134252755746
This deliberate emphasis on the young people's unreliable and hurtful past relationships poses a dilemma for residential workers .,4.0,-118.37278604507446,-5.636799335479736,40.81744514232287
‘ As far as I can see we can either go for Dersingham or for the man himself .,3.8,-103.12524127960205,-4.687510967254639,25.75723519463213
Distinction is drawn between existence of licence and its ceasing to have effect .,2.875,-82.75492858886719,-5.172183036804199,20.964901432670956
Turn them into public gardens and you create an attraction instead of an eyesore .,3.8,-74.9452133178711,-4.684075832366943,37.55395485500422
Mr Hawke last week repeated his support for the airlines recruiting new pilots overseas and re-hiring their former pilots on individual contracts .,3.78571428571,-122.86226177215576,-4.550454139709473,82.77836948510037
"In February , councillors refused to allow a variation of the hours .",4.0,-78.1237359046936,-6.009518146514893,9.478131610275739
"Nine schools in three Midlands LEAs , will be identified for in-depth study , following a questionnaire survey .",3.57142857143,-115.76282691955566,-5.261946678161621,33.34154765498653
"It is when the claim to neutrality is seen , as it must be , as a sham that damage is done to the judicial system .",2.38461538462,-113.3659029006958,-4.198737144470215,53.52061608777058
"Some of the trees , the vegetation and the animals were mechanical creations of Mirage Enterprises .",4.0,-89.0594630241394,-5.2387919425964355,29.81012967720619
"I say he because that is what I think of , though it could be they or even she .",2.63636363636,-93.84716987609863,-4.692358493804932,18.278966489079664
"They are scripted for NCR System 3000 , Sun , HP DECstation and IBM hosts .",3.64705882353,-145.3029613494873,-8.072386741638184,-6.769836418030025
"The sequel arises from Hook's Barrie-esque determination to usurp another man's family , and from the modern man's fear of the child within himself .",3.47058823529,-155.76560974121094,-4.867675304412842,33.282891323851175
He looked from one tired face to another .,4.0,-45.036864280700684,-5.004096031188965,11.340780084611659
Invite the person closest to you to give you some honest feedback on the degree of diplomacy you exhibit .,4.0,-91.71403169631958,-4.367334842681885,53.030057591752126
There is little scope and seemingly no consideration for a contract by the valuer as principal .,2.75,-102.82593727111816,-5.712552070617676,15.37680101929007
"‘ Oh , it's not so bad , ’ Charles offered feebly .",3.78571428571,-100.76915073394775,-5.598286151885986,5.667673527252106
"And the programme ended as it dropped onto the fire to a chorus from the rest of Alf's family of ‘ unclean , unclean ’ .",2.33333333333,-181.2580828666687,-5.847034931182861,12.777521663398517
John Taylor was an itinerant craftsman who came from Oxford in 1839 to recast the church bells at Loughborough .,4.0,-109.46494770050049,-4.210190296173096,58.79251224897095
‘ What are you going to do next about Tweed ? ’,4.0,-70.09253740310669,-4.672835826873779,25.25998875307178
"Be flexible , if necessary suggest that more time should be devoted to an item at a separate meeting .",4.0,-99.21235084533691,-4.960617542266846,36.12082666940333
It was originally published by the American company Houghton Mifflin ) .,3.78571428571,-64.25333404541016,-4.015833377838135,27.353335320808668
For the truth is that no single agent affects our planet as much as we do .,4.0,-69.37913751602173,-4.081125736236572,44.33620148564053
Glass exploded and shattered all around it as the storm wind and rain blasted down the corridor at them .,3.76923076923,-94.84328269958496,-4.742164134979248,50.52696985144922
Lay participation in the running of the service was reduced ; in its place community health councils were created to represent the public .,3.35714285714,-110.4338607788086,-4.601410865783691,52.721768236676894
"The borrowers , Mr and Mrs Clothier , had a £225,000 advance on their home in Silverdale Avenue , Walton-on-Thames .",3.8,-129.97634887695312,-4.061760902404785,37.242181379830015
Rachel sat in tense silence beside the detestable Damian Flint .,4.0,-78.04959726333618,-6.003815174102783,20.888875079910036
"Fat couples in vacation plaids , bouncing about like toddlers in the low g and cooing over the moondirt souvenir jewellery .",2.94117647059,-176.97353601455688,-6.102535724639893,12.370658404860393
The Presidential Council initially appeared designed to supplant the CPSU central committee politburo as the main centre of political decision making in the Soviet Union .,3.2,-134.41100120544434,-4.4803667068481445,72.85201528686119
The hon. Gentleman said that the proposal was half-baked .,2.94117647059,-49.437546730041504,-3.5312533378601074,22.246477746961247
The transporters are designed to withstand accidents and until recently the Govenrment ruled out any possibility of a radioactive leak .,3.82352941176,-125.01368045806885,-4.808218479156494,43.30281338473878
I knew that there had to be a wound : she had not been drowned or strangled or poisoned .,4.0,-88.57522487640381,-4.217867851257324,44.59293747990213
We are firmly committed to equal treatment for men and women in pensions .,3.8,-55.10511636734009,-3.936079740524292,44.98425085891762
The poison is seldom dangerous but anyone who has accidentally trodden on a sea-urchin while bathing knows how painful the swelling can be .,4.0,-133.7543430328369,-4.776940822601318,59.570616223093936
Luckily for us simple folk the game plot is very straight forward .,3.8,-63.243738651275635,-4.864902973175049,38.71772791616917
"They will report to a board headed by Sir Robert Telford , chairman of Marconi , a subsidiary of the ubiquitous GEC group .",4.0,-114.81875038146973,-4.252546310424805,66.63536316547825
"Let us take the motion of A and B to be non-relativistic , so that .",1.9375,-75.13376569747925,-3.577798366546631,20.785073011043423
The cessation of hostilities was agreed in principle .,2.92857142857,-40.54568338394165,-4.505075931549072,22.07987555465705
A training allowance and travelling expenses for the 16 weeks of the programme .,3.0625,-69.810302734375,-4.9864501953125,31.70298074186171
"Consider the different cell types , such as muscle , skin , gut , and nerve .",4.0,-73.09677696228027,-4.299810409545898,41.9306851510777
Bridget reported that the numbers for the Easter Course were much lower than at the previous courses held at Avery Hill .,4.0,-120.10055923461914,-5.004189968109131,45.462372282169724
"Single room £4.00 per night , extra night £16.00 per night",3.53846153846,-65.34053587913513,-3.8435609340667725,33.04884703587793
"( 13 ) , who similarly were unable to detect a P3A + α subunit transcript in muscle of chicken , calf or mouse , mouse thymus or torpedo electric organ .",2.61538461538,-200.18544960021973,-5.410417556762695,77.02335408368953
‘ Because the area round Cullbridge is awfully rich in rare species .,3.25,-101.95655822753906,-6.7971038818359375,7.376067545931662
"In a cold , late spring it may prove difficult to graze off the rye in time to work up a good tilth for mangolds .",3.6,-159.77594327926636,-5.509515285491943,25.516395768167627
"We thoroughly enjoy Dogs Today and try to pass on all the right things to do to our present scallywag , Monty , but he's not impressed .",3.18181818182,-156.9516363143921,-4.756110191345215,41.37896960370202
You'll receive a distinctive personalised Club card with which you can claim you Air Miles at participating Shell Stations .,3.6,-120.30377531051636,-5.2305989265441895,45.0674796192653
‘ The idea is to make it easier and try to get a good picture of how they feel about their own health .,4.0,-90.69827198982239,-3.6279308795928955,68.45005334771815
"In almost all investigations of any size , one investigator can be occupied full time taking statements during the first few days after the accident .",4.0,-120.68402099609375,-4.641693115234375,62.15691843860091
"Right now , Kendall is not back at the aristocratic Everton he knew seven years ago .",3.2,-101.76221179962158,-5.653456211090088,21.523359326287107
"Australia would be happy if the accord led to the reopening of the Panguna copper mine , one of the world's biggest .",3.45454545455,-101.15788221359253,-3.7465882301330566,65.24754175756667
It is forecast to fall to 15% in April .,3.8,-45.42517042160034,-4.129560947418213,22.047950236277103
"Despite net assets up 35% to £458 million at Stanhope , the city is unimpressed with the sector .",3.6,-119.93429660797119,-4.797371864318848,31.544903373291078
Because a source less abundant and less generous than this river had dried up ?,3.07692307692,-86.32450819015503,-5.754967212677002,25.95653173023308
"The C and Ku bands , 4GHz to 6GHz and 11GHz to 14GHz respectively , are now heavily used .",4.0,-114.22604370117188,-4.759418487548828,41.493733415941904
These aspects of political choice are still important but less so now than in the past .,3.8,-63.65961956977844,-3.7446835041046143,47.42996729714032
She made you look a bit of a fool in front of anyone else who was watching .,3.75,-64.99231910705566,-3.610684394836426,50.14777824020602
"If so , they hadn't expended much on a decent script .",2.92857142857,-72.41415548324585,-5.570319652557373,11.499078024696175
What was that odd note in Nick's voice ?,3.8,-49.33621883392334,-4.933621883392334,15.14732230948934
"Pam and Errol have two children , aged 13 and 16 .",4.0,-63.94343280792236,-4.56738805770874,28.131834285221473
What about learning how to change things for the better rather than merely learning to adapt to the way things are now ?,3.76923076923,-75.61220717430115,-3.287487268447876,80.87288627623309
"‘ It was thought — everyone assumed — she would marry in her turn , and that would be the end of it .",3.78571428571,-100.36190748214722,-4.014476299285889,62.51973926593726
The personnel manager studied resource management at college and joined the company as a line manager .,4.0,-86.20483732223511,-5.070872783660889,36.85975480440702
Much now depends on how active a role the US is prepared to play to chivvy Israel along to respond to the Egyptian proposals .,3.07692307692,-138.96241664886475,-5.146756172180176,44.324345511816944
"‘ Sometimes I wonder how he passed his 0-levels , ’ Daddy said as we crawled over the cobbles and out of the village .",3.53846153846,-160.10586261749268,-5.336862087249756,26.13088299612963
"At the Houses of Parliament , the cry goes up : ‘ Burn it down . ’",3.53846153846,-99.05614709854126,-5.213481426239014,25.532644474267954
This is more representative of the nature of R&D projects than is the single date often given as the result of a PERT plan .,3.6,-124.01604270935059,-4.429144382476807,43.89689004921695
"These involve much more open and distance learning and the creation by photocopying and electrocopying , of ‘ customised ’ packs of materials for students .",2.0,-198.25153064727783,-5.83092737197876,7.078253010277621
It seemed impossible that anyone could survive in the middle of that storm of blades .,3.6,-70.49602508544922,-4.406001567840576,37.313528105983224
"When women were given artificial moonlight for three consecutive nights once a month , their cycles became synchronised to the lunar rhythm .",3.78571428571,-109.90406274795532,-4.396162509918213,73.60503118991912
"Admittedly , he was not driven by the same devoutly mercenary ambitions of some of his colleagues and sought artistic satisfaction wherever possible .",3.5,-136.7604398727417,-5.260016918182373,44.3924475705561
With snow in plentiful supply we have a special section in this issue for those of you who want to get off the piste .,3.30769230769,-105.44047164916992,-4.055402755737305,63.09537091259716
"In other words the generalist administrator calls upon the economists , the statisticians , etc. for information but it is the generalist who is ‘ on top ’ .",3.82352941176,-170.00676155090332,-4.857336044311523,43.32619704389313
"‘ Long enough to know my own worth , ’ Gina retorted , irritated by the sardonic gleam in his eyes .",3.72727272727,-142.24031829833984,-5.080011367797852,33.73335631249088
"You're afraid , both of you , that I might discover Mom isn't dead at all , aren't you ? ’",3.5,-111.51976585388184,-4.460790634155273,38.70041458851159
The SORP recommends the same for local authorities and gives examples of accounting policies to be commented on .,3.53846153846,-106.14252948760986,-5.05440616607666,35.14948697115781
"Having decided he must again race the tide , he began a desperate cumbersome run along the edge of the trough towards the breakwater .",3.78571428571,-137.17598819732666,-5.275999546051025,46.505655033264816
The birds could pose a serious health risk for people who eat them in north Africa and southern Europe .,4.0,-77.93200969696045,-3.8966004848480225,71.71662345303301
"After a month , the pain began to ease slightly and Lisa was able to get up to her own room with Janet's help .",4.0,-102.33654832839966,-3.936021089553833,67.30898399489965
"These problems , coupled with the Conservative government's free market philosophy , led to a move back towards more market related official rates in the early 1980s .",3.76923076923,-130.79907417297363,-4.359969139099121,77.15490193311518
"The goodwill figure in such cases can be derived from the average net profit margin per gallon , multiplied by the daily throughput .",3.6,-118.99016189575195,-4.957923412322998,70.87931918573406
"He also had claims to be considered a genuine all-rounder , having played many attacking innings in the lower middle order .",2.71428571429,-109.16317749023438,-4.548465728759766,54.196371033542334
"It was a naturally sheltered basin , a trick of the undulating meadows along the Comer .",3.07692307692,-114.34957504272461,-5.7174787521362305,12.517128578757493
"The course offers basic all round training in communication theory , particularly geared to the African context .",3.72727272727,-105.70622634887695,-5.872568130493164,28.658641611394927
"Then , slowly at first , he began to prepare the little boy for this possible destiny .",3.76923076923,-86.96770477294922,-4.831539154052734,25.264624554516615
"My German worked like a dream , like a brilliant robot you switch on and stand back and admire as it does all the hard work .",2.92857142857,-128.749032497406,-4.768482685089111,57.611183844189554
Jess — her blunt nose coming in contact with Samson's hand as she coiled round — bit him .,3.5,-114.1272382736206,-5.434630393981934,51.88413878707087
A good deal gives me the feeling that I have been for a nice seven-day trip to the Bahamas . ’,2.38461538462,-107.93161010742188,-4.497150421142578,40.91324223941132
"It is excellent for skiing since lateral jumping movements can be used , the calves get well stretched and you also develop posture , balance and co-ordination .",3.78571428571,-158.3768925666809,-5.108932018280029,57.089738431290925
The biggest area where the Renault scores is comfort and equipment .,3.18181818182,-78.79404258728027,-6.5661702156066895,10.756147608889478
"Any earlier wheel-pit on this site could however , either have been demolished and rebuilt , or enlarged to take the new wheel .",2.84615384615,-138.39091968536377,-5.322727680206299,36.800416866656406
Along their flanks are arrays of proprioceptors which in part act like external arteries .,3.75,-101.39720869064331,-5.336695194244385,19.57923611291868
North Harbour coach Brad Meurant said : ‘ Everybody helped their mates .,3.8125,-120.00794219970703,-7.5004963874816895,9.535863170037345
"This year Marks and Spencer has leapt to the top slot , Shell is now second and Glaxo third .",3.35714285714,-124.19286346435547,-5.645130157470703,23.895227621965915
"Highly explosive eruptions of gas-charged magma originating in the upper mantle produce small , shallow craters called maars .",3.4,-125.92618083953857,-4.8433146476745605,51.652739754475334
Risk of change in the expected rate of long-term growth of the economy .,3.25,-61.73493671417236,-3.631466865539551,26.96928409325318
She stood outside the lifts in the hospital's main entrance with other visitors .,4.0,-78.85240316390991,-5.256826877593994,25.275961132713547
A similar picture emerges in relation to the distribution of gross earnings among female manual workers .,4.0,-76.07625484466553,-4.47507381439209,55.63031655735455
Solicitors and suitably qualified Fellows of the Institute of Legal Executives .,3.14285714286,-84.85581493377686,-4.714211940765381,12.745541306535074
Such an Order had to be laid before Parliament and was there debated on 6 December 1977 .,3.4,-88.51310348510742,-4.917394638061523,42.634157682336394
"‘ Yes , well , I always thought Augustine was a bit simplistic in his ideas , ’ said William , waspishly , as if he was talking about a rival academic .",4.0,-185.95803117752075,-5.025892734527588,50.476969592128626
The origins of Brazil's export success in military trainers and small civilian aircraft were quite different .,3.78571428571,-101.12497043609619,-5.618053913116455,36.2318511064972
"To my officers , it says why should we bother .",2.28571428571,-65.02272319793701,-5.91115665435791,7.232843742577302
Her Royal Highness travelled in an aircraft of The Queen's Flight and was attended by Mrs Harry Cotterell .,3.78571428571,-105.39812850952148,-4.3915886878967285,53.553168072424654
In the last two years of the war I was in orbit visiting every station and squadron in my endless quest for Pathfinders .,3.76923076923,-112.81613826751709,-4.33908224105835,54.07759801674899
The EC does not concern itself with national health or education policies .,3.78571428571,-57.64714527130127,-4.434395790100098,40.753350650443494
"The leader makes all the decisions and issues instructions , expecting them to be obeyed without question .",4.0,-94.55186080932617,-4.976413726806641,31.418183147447934
"Our investigative researchers ventured into the centre of London to find out if High Street shops are dog-friendly and if they're not , why not ?",3.6,-125.79719638824463,-4.337834358215332,73.7160358035737
Now I understand why they paid Macaulay Culkin $3 million — he earned it .,4.0,-75.3219883441925,-3.964315176010132,55.84705253365394
It is to such character string formats that we now turn .,3.625,-74.2401294708252,-6.1866774559021,9.714161857493082
"‘ He has been with me too , Brother , ’ Tundrish replied simply .",4.0,-127.48675727844238,-6.709829330444336,-12.748184338696063
"He had registered with warm approval the tears of Antiochus III , when the rebel Achaeus was brought to him """" bound hand and foot """" ( 8.20.9 ) .",3.53846153846,-197.9612216949463,-5.498922824859619,39.25302679652043
"Of 18 patients who were alive at short term follow up ( mean ( range ) 19.4 ( 10–33 ) months ) , 14 were still alive in 1992 ( 69 ( 61–83 ) months ) .",3.75,-168.67624044418335,-3.922703266143799,126.530301673248
The second approach can be a very productive strategy in a foreign language too .,3.8125,-77.72390127182007,-5.181593418121338,24.55996370604585
"He took the gun and went to the door , checking that the horse and cart were still safely tethered .",4.0,-94.60756778717041,-4.300343990325928,45.57374200901012
"I did not know how many species of trees there were , maybe more than 1,000 .",3.8125,-63.1930890083313,-3.3259520530700684,50.68541040010835
"Front sash window , original fireplace , built in single wardrobes , radiator , power points , stripped wooden floors .",2.84615384615,-139.2949333190918,-5.803955554962158,29.88418514490104
"The global level of HIV infection was expected to rise to 15-20,000,000 by 2000 , of which at least three-quarters would be in the developing world .",3.8125,-99.29960250854492,-2.8371315002441406,94.251117086861
The result has been to destroy much of the progress in health care over the years preceding each dispute .,4.0,-96.10742568969727,-4.805371284484863,36.38633126998329
"Woil's escape was over , and it had all taken less than a minute and a half .",4.0,-79.10475730895996,-3.955237865447998,34.690580788857716
Laughter gleamed in his eyes as he met her belligerent stare .,4.0,-66.92331075668335,-4.461554050445557,23.58530488134545
"They were only minutes from the railway station , the service was frequent .",3.07692307692,-66.11360263824463,-4.722400188446045,22.9707111822798
"Perhaps most significantly of all , three of boxing's all-time greats — Ali , Robinson and Armstrong — were born into comfortable circumstances .",3.8,-117.27881240844727,-4.188529014587402,90.05546096395639
"The Halifax Building Society , where the bombers had placed their device , is now a heap of rubble .",4.0,-98.81830215454102,-4.940915107727051,40.2148598998846
There's no other catalogue quite like the OXFAM Christmas catalogue .,4.0,-76.15200519561768,-5.076800346374512,15.502046229517433
"‘ Unless there are more resources pumped in , this is going to happen , ’ she said .",3.8,-108.57931423187256,-5.170443534851074,25.429916346671234
It was a way of thinking and behaving .,4.0,-40.045260429382324,-4.4494733810424805,12.362221375733768
"‘ Yes , ’ she said briefly , and for a few moments they studied each other .",4.0,-102.89238929748535,-5.144619464874268,23.99278121466601
"On a slow surface , both sets of bowlers bowled straight , and the batsmen were loath to take risks to break up their line .",3.30769230769,-136.04644775390625,-4.534881591796875,55.764875889167456
The parts of the statute are arranged in three groups .,3.78571428571,-51.076300621032715,-4.6433000564575195,18.768030853531812
"Strangely , his only international appearance was for the English against the Scottish League in 1914 .",4.0,-90.55968475341797,-5.031093597412109,29.161207217708665
It's Saturday night and they may not come .,4.0,-48.98578643798828,-4.898578643798828,10.587797945107035
Throughout the discussions information provided by the other sites is kept confidential .,3.4375,-63.638328552246094,-4.895256042480469,31.745455176246907
In a number of instances reminders were required ( both written and by telephone ) .,4.0,-80.61180114746094,-5.038237571716309,28.175881686689138
"As Montagu ( 1976 ) has stated again and again , the social activity of war need have no relationship with the inner state of aggression .",3.8,-134.30127143859863,-4.796473979949951,54.20052368410214
"That , then , is the theory — but how does it work out in practice ?",3.5,-61.22462511062622,-3.6014485359191895,45.0501780060891
"However , things can look rather different from the angle of those just above the exemption limit .",3.6,-92.28539657592773,-5.12696647644043,29.845463339983496
"Repeating what they hear , women on the right claim that something called """" Salvadorean democracy """" is in danger .",3.76923076923,-127.76464462280273,-5.323526859283447,35.40029294891349
Table I summarises the clinical features of these patients .,3.8,-44.044002056121826,-4.004000186920166,29.833968734099415
"Further information from S. S. Langer , RSC , Burlington House , Piccadilly , London W1V 0BN .",3.53846153846,-123.19048309326172,-4.399660110473633,31.223302685921
"The Jarisch-Herxheimer reaction , usually shortened to the ‘ Herxheimer ’ reaction , follows the initial dose of treatment of syphilis in a proportion of cases .",3.78571428571,-198.14302825927734,-5.355216979980469,8.2762639355673
Ideally this will not be necessary if those who send them have a vision for and support the work financially .,3.53846153846,-104.57539463043213,-4.753427028656006,37.593082766255264
"Looking around the room , at the old , worn furniture , I realized that Herbert must be very poor .",3.8,-105.50879001617432,-5.024228096008301,30.788309020014623
They will be joined by John Tierney and John Kerr .,4.0,-49.258615493774414,-4.104884624481201,34.82438938815804
Yet the trophy sits in Jim's office at Peel Park and will stay there .,4.0,-83.38365173339844,-5.211478233337402,35.408089904233535
Homology searches of the Leeds and Swiss protein data bases failed to detect any significant similarity with any other protein .,3.7,-121.33980560302734,-5.515445709228516,58.67342036423136
‘ It could have something to do with Angy's murder .,4.0,-64.38351631164551,-4.598822593688965,16.01449426185893
"Ranchers , who see themselves as the guardians of the west , say that grazing generates economic stability and feeds the nation .",4.0,-111.78450584411621,-4.471380233764648,55.59637222737081
This man was buried here in the fourth century .,4.0,-47.93023109436035,-4.793023109436035,16.374556195417938
"They start to question , and they start to dream . ’",3.8125,-65.85532808303833,-5.065794467926025,14.477679603969008
A water softener works on the principle of ‘ ion exchange ’ .,4.0,-94.77506256103516,-5.923441410064697,11.789294592381168
"Steve Jones ( he speaks specifically about Jones' zealous christianity ) : """" A lot of people are simply uncomfortable with some people's """" over-religiosity """" or whatever you call it .",3.6,-185.56801462173462,-4.5260491371154785,94.04268424521808
"He looked up at Athelstan , his face beaming with pride .",3.75,-57.163474559783936,-3.8108983039855957,27.79749262143342
